{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'classification',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.22237497027251837, "dev_loss": 2.9458725402752557, "epoch": 0, "train_acc": 0.14601501445709664, "train_loss": 3.1997723774831801}
{"dev_acc": 0.23404889276132348, "dev_loss": 2.8571105351050696, "epoch": 1, "train_acc": 0.21087747125695858, "train_loss": 2.969547179878735}
{"dev_acc": 0.23314677862788469, "dev_loss": 2.8338641189038754, "epoch": 2, "train_acc": 0.22222745401074545, "train_loss": 2.926442492692197}
{"dev_acc": 0.22239506692771685, "dev_loss": 2.8027006536722183, "epoch": 3, "train_acc": 0.2936528074784609, "train_loss": 2.6555427322622207}
{"dev_acc": 0.25041425641086718, "dev_loss": 2.7581840381026268, "epoch": 4, "train_acc": 0.31618649987694281, "train_loss": 2.5450172991049094}
{"dev_acc": 0.25877025858096037, "dev_loss": 2.7575670319298902, "epoch": 5, "train_acc": 0.36997220961674537, "train_loss": 2.3544493483715372}
{"dev_acc": 0.2571936908178909, "dev_loss": 2.6959497158726058, "epoch": 6, "train_acc": 0.39800609788352143, "train_loss": 2.3061496620295476}
{"dev_acc": 0.2618191387246509, "dev_loss": 2.6660078726708889, "epoch": 7, "train_acc": 0.4386082953117964, "train_loss": 2.2102040726630414}
{"dev_acc": 0.29702108237477193, "dev_loss": 2.6491385412712893, "epoch": 8, "train_acc": 0.46062036788552835, "train_loss": 2.0693343894892053}
{"dev_acc": 0.27103977976940097, "dev_loss": 2.6156650694708028, "epoch": 9, "train_acc": 0.48494367507150066, "train_loss": 2.0463524206739958}
{"dev_acc": 0.28251699472453462, "dev_loss": 2.6043162817756333, "epoch": 10, "train_acc": 0.54789364578338784, "train_loss": 1.8581774257367751}
{"dev_acc": 0.30907091515094332, "dev_loss": 2.5738622471690178, "epoch": 11, "train_acc": 0.54116406912194259, "train_loss": 1.8308231820825671}
{"dev_acc": 0.29521168816203519, "dev_loss": 2.5121294967830181, "epoch": 12, "train_acc": 0.56739377080356734, "train_loss": 1.7650276796251048}
{"dev_acc": 0.32658757985428033, "dev_loss": 2.5287112022439637, "epoch": 13, "train_acc": 0.55322727446998909, "train_loss": 1.7876049475591691}
{"dev_acc": 0.31717124417786652, "dev_loss": 2.5354647065202394, "epoch": 14, "train_acc": 0.59346374303273164, "train_loss": 1.6413667387344311}
{"dev_acc": 0.29496841346843933, "dev_loss": 2.473298005759716, "epoch": 15, "train_acc": 0.58772718901674192, "train_loss": 1.5940188809496458}
{"dev_acc": 0.33858229698010728, "dev_loss": 2.4962797556072474, "epoch": 16, "train_acc": 0.6160009883409493, "train_loss": 1.609501875204141}
{"dev_acc": 0.36155389427224466, "dev_loss": 2.4587143876900277, "epoch": 17, "train_acc": 0.62198144743047046, "train_loss": 1.5189722621294319}
{"dev_acc": 0.32596766225365076, "dev_loss": 2.4636311853925386, "epoch": 18, "train_acc": 0.6245873532195908, "train_loss": 1.5000648378837305}
{"dev_acc": 0.34087096421360785, "dev_loss": 2.4345402264346681, "epoch": 19, "train_acc": 0.62869004974299314, "train_loss": 1.4552878114226899}
{"dev_acc": 0.32370031035089697, "dev_loss": 2.4528572869797549, "epoch": 20, "train_acc": 0.63190154777436813, "train_loss": 1.4701804806951617}
{"dev_acc": 0.30367260018722259, "dev_loss": 2.4303071349859238, "epoch": 21, "train_acc": 0.66280858290288736, "train_loss": 1.3728765747891587}
{"dev_acc": 0.27411269173928748, "dev_loss": 2.4409673127035298, "epoch": 22, "train_acc": 0.66505944693227603, "train_loss": 1.4056623059279116}
