{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'classification',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.21796378182244233, "dev_loss": 2.9148060170312724, "epoch": 0, "train_acc": 0.16560145749181254, "train_loss": 3.2148546918493803}
{"dev_acc": 0.23641082163696336, "dev_loss": 2.8848750914136567, "epoch": 1, "train_acc": 0.22106441793942033, "train_loss": 3.0185938438431164}
{"dev_acc": 0.23408514797270277, "dev_loss": 2.8415092937648296, "epoch": 2, "train_acc": 0.21282612598429462, "train_loss": 2.8688505458050089}
{"dev_acc": 0.23907552056439493, "dev_loss": 2.8146459087729454, "epoch": 3, "train_acc": 0.20294189525442005, "train_loss": 2.7867293015855257}
{"dev_acc": 0.2456429173551101, "dev_loss": 2.7748914758364358, "epoch": 4, "train_acc": 0.27463738433624429, "train_loss": 2.6297730158586972}
{"dev_acc": 0.25593327328214466, "dev_loss": 2.6979065388441086, "epoch": 5, "train_acc": 0.30837878283327202, "train_loss": 2.4870206713676453}
{"dev_acc": 0.25018577915290441, "dev_loss": 2.712171196937561, "epoch": 6, "train_acc": 0.33839293910630264, "train_loss": 2.4369469783345208}
{"dev_acc": 0.27143316979727017, "dev_loss": 2.6541198703149953, "epoch": 7, "train_acc": 0.32912347235706696, "train_loss": 2.374445613290443}
{"dev_acc": 0.25835342724403348, "dev_loss": 2.6520723178982735, "epoch": 8, "train_acc": 0.39137673314759969, "train_loss": 2.1975392298620253}
{"dev_acc": 0.28211659261424565, "dev_loss": 2.6257251178224883, "epoch": 9, "train_acc": 0.4213220716715812, "train_loss": 2.1708689156125804}
{"dev_acc": 0.27874776948571067, "dev_loss": 2.6083814551432929, "epoch": 10, "train_acc": 0.43395451861226203, "train_loss": 2.0966260836871919}
{"dev_acc": 0.29966628141695567, "dev_loss": 2.5909071713685989, "epoch": 11, "train_acc": 0.48784410698009734, "train_loss": 1.9755563673975527}
{"dev_acc": 0.28948121542987121, "dev_loss": 2.5764364699522653, "epoch": 12, "train_acc": 0.4781076573734509, "train_loss": 1.9605677866789162}
