{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'classification',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.21422409240643306, "dev_loss": 2.9200605216125646, "epoch": 0, "train_acc": 0.18241447651704648, "train_loss": 3.1963640959536441}
{"dev_acc": 0.21134750247634274, "dev_loss": 2.9071757172544799, "epoch": 1, "train_acc": 0.20150871088934189, "train_loss": 2.9723804182693607}
{"dev_acc": 0.23076728463266907, "dev_loss": 2.8964648470282555, "epoch": 2, "train_acc": 0.23711851490213887, "train_loss": 2.8892167953194163}
{"dev_acc": 0.26087209903071662, "dev_loss": 2.8518872770170369, "epoch": 3, "train_acc": 0.23687295111245998, "train_loss": 2.783979289844388}
{"dev_acc": 0.25040061066462077, "dev_loss": 2.8046727081139884, "epoch": 4, "train_acc": 0.31230347835560041, "train_loss": 2.6496276278964808}
{"dev_acc": 0.24191642310082037, "dev_loss": 2.7766156618793807, "epoch": 5, "train_acc": 0.35812522852985496, "train_loss": 2.5077427312976024}
{"dev_acc": 0.25679448456770165, "dev_loss": 2.7572599872946739, "epoch": 6, "train_acc": 0.32201591070564078, "train_loss": 2.4681074941744572}
{"dev_acc": 0.27295653068981857, "dev_loss": 2.6876948637266955, "epoch": 7, "train_acc": 0.36558741426486352, "train_loss": 2.323058392669334}
{"dev_acc": 0.27896684614984407, "dev_loss": 2.6980544651548066, "epoch": 8, "train_acc": 0.37201690762997308, "train_loss": 2.2289797580633008}
{"dev_acc": 0.29563724770282024, "dev_loss": 2.6607595346868038, "epoch": 9, "train_acc": 0.42913968635238192, "train_loss": 2.1736734533896214}
{"dev_acc": 0.28782309002294071, "dev_loss": 2.6458206803848348, "epoch": 10, "train_acc": 0.45886052252531501, "train_loss": 2.0526352045965974}
{"dev_acc": 0.29633119576925632, "dev_loss": 2.620735390111804, "epoch": 11, "train_acc": 0.48104703287472267, "train_loss": 2.019238795657627}
{"dev_acc": 0.29373895748116507, "dev_loss": 2.5744702809800706, "epoch": 12, "train_acc": 0.54631048046568209, "train_loss": 1.9242884800082347}
{"dev_acc": 0.33272548805330388, "dev_loss": 2.5626417783399424, "epoch": 13, "train_acc": 0.50923587880096199, "train_loss": 1.8768077980055184}
{"dev_acc": 0.32694008027458438, "dev_loss": 2.5526460663725934, "epoch": 14, "train_acc": 0.54126149011600011, "train_loss": 1.8009736763588229}
{"dev_acc": 0.30832795979588451, "dev_loss": 2.5507724645237126, "epoch": 15, "train_acc": 0.54752915616158926, "train_loss": 1.7809256420272295}
{"dev_acc": 0.27513901775786664, "dev_loss": 2.5731096497426429, "epoch": 16, "train_acc": 0.57150909086753732, "train_loss": 1.6646435747503256}
{"dev_acc": 0.31469368100432377, "dev_loss": 2.5427389054869614, "epoch": 17, "train_acc": 0.58165822392611044, "train_loss": 1.6710309904129779}
{"dev_acc": 0.27363814874200504, "dev_loss": 2.5284304783369103, "epoch": 18, "train_acc": 0.59903344312319329, "train_loss": 1.6230814254796895}
{"dev_acc": 0.2628093690692998, "dev_loss": 2.5328057855367661, "epoch": 19, "train_acc": 0.58418186641923986, "train_loss": 1.6423399593131465}
{"dev_acc": 0.27175873929659944, "dev_loss": 2.5212649653355279, "epoch": 20, "train_acc": 0.61086315380132716, "train_loss": 1.6155538199866404}
{"dev_acc": 0.29883469121947071, "dev_loss": 2.5163652387758098, "epoch": 21, "train_acc": 0.62473504559987081, "train_loss": 1.4959608411080525}
