{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'classification',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.23130406701239656, "dev_loss": 2.9252362151940665, "epoch": 0, "train_acc": 0.17190938187077909, "train_loss": 3.2288259639114631}
{"dev_acc": 0.2406706003631732, "dev_loss": 2.895187402764956, "epoch": 1, "train_acc": 0.18352590458841311, "train_loss": 3.0197704512564862}
{"dev_acc": 0.24324218401497719, "dev_loss": 2.8594095086057982, "epoch": 2, "train_acc": 0.22169790524555047, "train_loss": 2.9076870621227826}
{"dev_acc": 0.23419832822524078, "dev_loss": 2.8124040141701698, "epoch": 3, "train_acc": 0.25807587772337381, "train_loss": 2.7238182904290373}
{"dev_acc": 0.25446221529595581, "dev_loss": 2.7895611425240836, "epoch": 4, "train_acc": 0.27084754361660124, "train_loss": 2.6226739837009401}
{"dev_acc": 0.23582953477668142, "dev_loss": 2.7845619631310305, "epoch": 5, "train_acc": 0.35468759701196501, "train_loss": 2.4401203110569814}
{"dev_acc": 0.23839153129351021, "dev_loss": 2.7502405345439911, "epoch": 6, "train_acc": 0.35991597276648363, "train_loss": 2.3138607952926979}
{"dev_acc": 0.27294840846256924, "dev_loss": 2.6828611890474954, "epoch": 7, "train_acc": 0.42123963285209837, "train_loss": 2.2245648825754887}
{"dev_acc": 0.2757302836164493, "dev_loss": 2.6689678759624562, "epoch": 8, "train_acc": 0.41033195073624656, "train_loss": 2.1368390184934021}
{"dev_acc": 0.26712144277022459, "dev_loss": 2.6788522253433862, "epoch": 9, "train_acc": 0.4857411860693579, "train_loss": 1.9892177386362044}
{"dev_acc": 0.27197305068002497, "dev_loss": 2.6338388323783875, "epoch": 10, "train_acc": 0.49444242514091385, "train_loss": 1.9929280461835079}
{"dev_acc": 0.28309850151302474, "dev_loss": 2.6298281376560531, "epoch": 11, "train_acc": 0.56635791261801094, "train_loss": 1.8183946680338656}
{"dev_acc": 0.27716800219455184, "dev_loss": 2.6041150689125061, "epoch": 12, "train_acc": 0.58780727911423214, "train_loss": 1.7493170971569956}
{"dev_acc": 0.2686106690954681, "dev_loss": 2.613963121548295, "epoch": 13, "train_acc": 0.57038738463901562, "train_loss": 1.7116334318320772}
{"dev_acc": 0.27901959492138134, "dev_loss": 2.5858793755372367, "epoch": 14, "train_acc": 0.55315339754749138, "train_loss": 1.7272550005648957}
{"dev_acc": 0.27777232106309019, "dev_loss": 2.5487426848461232, "epoch": 15, "train_acc": 0.61436044021214709, "train_loss": 1.5871581225121607}
{"dev_acc": 0.27310528288725222, "dev_loss": 2.5932688533018031, "epoch": 16, "train_acc": 0.6185430299229967, "train_loss": 1.5983627502669076}
{"dev_acc": 0.2786720389005452, "dev_loss": 2.5545506185541549, "epoch": 17, "train_acc": 0.61333516745246408, "train_loss": 1.5939670508025123}
{"dev_acc": 0.27259606284174082, "dev_loss": 2.533066064119339, "epoch": 18, "train_acc": 0.63624803714053291, "train_loss": 1.5011133068302249}
{"dev_acc": 0.28358754635941458, "dev_loss": 2.5080445154259601, "epoch": 19, "train_acc": 0.61487710618960878, "train_loss": 1.5094490155089098}
{"dev_acc": 0.28490024501666089, "dev_loss": 2.5147421509027481, "epoch": 20, "train_acc": 0.65640266878240372, "train_loss": 1.4488437123840949}
{"dev_acc": 0.26479317463342777, "dev_loss": 2.5337101997186742, "epoch": 21, "train_acc": 0.66058893515787009, "train_loss": 1.429161713229584}
{"dev_acc": 0.26578703183762264, "dev_loss": 2.5107393140594163, "epoch": 22, "train_acc": 0.65686419756709313, "train_loss": 1.3646191398872705}
{"dev_acc": 0.26774304140669219, "dev_loss": 2.523064830030004, "epoch": 23, "train_acc": 0.67337543679975609, "train_loss": 1.3435449002493844}
{"dev_acc": 0.26676971104953989, "dev_loss": 2.4857444980492196, "epoch": 24, "train_acc": 0.6811277808440267, "train_loss": 1.3222211868670144}
{"dev_acc": 0.28667947042750963, "dev_loss": 2.4945487156510353, "epoch": 25, "train_acc": 0.68419477147922825, "train_loss": 1.3060741400437765}
{"dev_acc": 0.28265932574887281, "dev_loss": 2.4695392549037933, "epoch": 26, "train_acc": 0.66274518788033754, "train_loss": 1.3270825812837383}
{"dev_acc": 0.31433813656225851, "dev_loss": 2.5010721925646067, "epoch": 27, "train_acc": 0.67937213382392347, "train_loss": 1.257841704107943}
{"dev_acc": 0.29754602409025072, "dev_loss": 2.4988439325243235, "epoch": 28, "train_acc": 0.70076659826436238, "train_loss": 1.2462761076930604}
{"dev_acc": 0.28698546495390681, "dev_loss": 2.5035458679000535, "epoch": 29, "train_acc": 0.7024685602154549, "train_loss": 1.2451171839731883}
{"dev_acc": 0.27446067659172385, "dev_loss": 2.5059542836000523, "epoch": 30, "train_acc": 0.69730293378671637, "train_loss": 1.2229316120539777}
{"dev_acc": 0.27579730027601046, "dev_loss": 2.5047937196989856, "epoch": 31, "train_acc": 0.70736778518351295, "train_loss": 1.1827136054024345}
{"dev_acc": 0.28968663113218984, "dev_loss": 2.4808281200627484, "epoch": 32, "train_acc": 0.70849763159640544, "train_loss": 1.2109489278928911}
{"dev_acc": 0.27470027563117821, "dev_loss": 2.498288401092092, "epoch": 33, "train_acc": 0.7142816374490798, "train_loss": 1.1936983364771625}
{"dev_acc": 0.2595674634413952, "dev_loss": 2.526644047970573, "epoch": 34, "train_acc": 0.71559242979468407, "train_loss": 1.161680496068763}
{"dev_acc": 0.26297980496651036, "dev_loss": 2.4933052007108927, "epoch": 35, "train_acc": 0.71597237767303201, "train_loss": 1.137802289127082}
{"dev_acc": 0.28151990383194098, "dev_loss": 2.4970749747008085, "epoch": 36, "train_acc": 0.71528203807662905, "train_loss": 1.1284865266567126}
{"dev_acc": 0.27660301336384874, "dev_loss": 2.5265938161561885, "epoch": 37, "train_acc": 0.72638265004423663, "train_loss": 1.1011248124480919}
{"dev_acc": 0.29511952759075938, "dev_loss": 2.5009002760052681, "epoch": 38, "train_acc": 0.71998124104667927, "train_loss": 1.1230436400739385}
{"dev_acc": 0.28308616552637605, "dev_loss": 2.4759613374869027, "epoch": 39, "train_acc": 0.71888619212001215, "train_loss": 1.1070463876774321}
{"dev_acc": 0.29470785955121653, "dev_loss": 2.4547727654377618, "epoch": 40, "train_acc": 0.7153916598666954, "train_loss": 1.0973383676734005}
{"dev_acc": 0.30929159966722891, "dev_loss": 2.4329600445926189, "epoch": 41, "train_acc": 0.73575463902066551, "train_loss": 1.0698610352138516}
{"dev_acc": 0.30785345092818434, "dev_loss": 2.4461736902594566, "epoch": 42, "train_acc": 0.72883042076994098, "train_loss": 1.0712725626854378}
{"dev_acc": 0.29175191694469332, "dev_loss": 2.4618075533459582, "epoch": 43, "train_acc": 0.7251308297755682, "train_loss": 1.053850669942445}
{"dev_acc": 0.30502262766340321, "dev_loss": 2.4441490626583495, "epoch": 44, "train_acc": 0.7384864610760693, "train_loss": 1.0649292444138498}
{"dev_acc": 0.32424656632462273, "dev_loss": 2.4186252690851688, "epoch": 45, "train_acc": 0.7413794106019399, "train_loss": 1.0218205275319394}
{"dev_acc": 0.29220316736591351, "dev_loss": 2.4597889482975006, "epoch": 46, "train_acc": 0.74621712642633886, "train_loss": 1.0344821522928407}
{"dev_acc": 0.31828665523921129, "dev_loss": 2.4118388518691063, "epoch": 47, "train_acc": 0.74817169866518374, "train_loss": 0.98416519286416348}
{"dev_acc": 0.30837605799272788, "dev_loss": 2.4507180514434972, "epoch": 48, "train_acc": 0.73281464442527566, "train_loss": 1.0709914086791152}
{"dev_acc": 0.30583095546628464, "dev_loss": 2.4555420180161796, "epoch": 49, "train_acc": 0.74529562213209355, "train_loss": 1.0356108866962146}
{"dev_acc": 0.33256679837780551, "dev_loss": 2.4593343877544007, "epoch": 50, "train_acc": 0.74645141103924195, "train_loss": 1.0301481829908463}
{'test_acc': 0.35801541196088238,
 'test_f1_macro': 0.18168973638744404,
 'test_f1_micro': 0.33805937084625609,
 'test_loss': 2.3642522454261781}
