{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'classification',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.21917479013541605, "dev_loss": 2.9777372802297273, "epoch": 0, "train_acc": 0.1601170585078239, "train_loss": 3.182476977832982}
{"dev_acc": 0.23271891113408191, "dev_loss": 2.9229368641972542, "epoch": 1, "train_acc": 0.22099306576204519, "train_loss": 2.9571935358594676}
{"dev_acc": 0.2260576180378939, "dev_loss": 2.8504019677639008, "epoch": 2, "train_acc": 0.24723124867288593, "train_loss": 2.7940876337348439}
{"dev_acc": 0.22934975784936965, "dev_loss": 2.8591484650969505, "epoch": 3, "train_acc": 0.29852681148241828, "train_loss": 2.6747717026804314}
{"dev_acc": 0.23023937295720145, "dev_loss": 2.8397846395770707, "epoch": 4, "train_acc": 0.31442628128929428, "train_loss": 2.5857237606752115}
{"dev_acc": 0.23371771629457241, "dev_loss": 2.7960657154520354, "epoch": 5, "train_acc": 0.33406402448904726, "train_loss": 2.4008311560896578}
{"dev_acc": 0.22337666930662536, "dev_loss": 2.7622843012213707, "epoch": 6, "train_acc": 0.37253081916391551, "train_loss": 2.2826618139372497}
{"dev_acc": 0.24381327220705026, "dev_loss": 2.7518088296055794, "epoch": 7, "train_acc": 0.40963747343253981, "train_loss": 2.2126846572414776}
{"dev_acc": 0.25520307143075144, "dev_loss": 2.7354952394962311, "epoch": 8, "train_acc": 0.4668928545664191, "train_loss": 2.1665153645101141}
{"dev_acc": 0.26696974366127396, "dev_loss": 2.6772445539633432, "epoch": 9, "train_acc": 0.49268770809564782, "train_loss": 2.0261447722794581}
{"dev_acc": 0.26247396089408886, "dev_loss": 2.6850171685218811, "epoch": 10, "train_acc": 0.501466226741348, "train_loss": 1.9458639221113236}
{"dev_acc": 0.26548045841946477, "dev_loss": 2.6524833341439567, "epoch": 11, "train_acc": 0.51531403601969716, "train_loss": 1.9547397609128327}
{"dev_acc": 0.2911648371136179, "dev_loss": 2.6479041166603565, "epoch": 12, "train_acc": 0.56835505374487194, "train_loss": 1.7938686849885299}
{"dev_acc": 0.28259676573140102, "dev_loss": 2.6086298190057278, "epoch": 13, "train_acc": 0.54527964725029254, "train_loss": 1.783643113662962}
{"dev_acc": 0.30377523538461171, "dev_loss": 2.5914233128229776, "epoch": 14, "train_acc": 0.56030055603425255, "train_loss": 1.6778898383261727}
{"dev_acc": 0.28422265876199276, "dev_loss": 2.5778750355044999, "epoch": 15, "train_acc": 0.57522655438918302, "train_loss": 1.6419654592993806}
{"dev_acc": 0.29519848331742826, "dev_loss": 2.5636354883511863, "epoch": 16, "train_acc": 0.60670831794974112, "train_loss": 1.6142227324794551}
{"dev_acc": 0.31405222927043058, "dev_loss": 2.5442621745169163, "epoch": 17, "train_acc": 0.62112468466832393, "train_loss": 1.5641692105497493}
{"dev_acc": 0.29363643777251719, "dev_loss": 2.5432739276438951, "epoch": 18, "train_acc": 0.63738311779030188, "train_loss": 1.5540836169460759}
{"dev_acc": 0.30032874765598422, "dev_loss": 2.5437009570499263, "epoch": 19, "train_acc": 0.64474192995088075, "train_loss": 1.5063186188029949}
{"dev_acc": 0.30781445421653847, "dev_loss": 2.5203487165272236, "epoch": 20, "train_acc": 0.64564309951196752, "train_loss": 1.4507709094246879}
{"dev_acc": 0.31658398074895516, "dev_loss": 2.498055643091599, "epoch": 21, "train_acc": 0.66695473318376375, "train_loss": 1.4249316890586594}
{"dev_acc": 0.2764299372876417, "dev_loss": 2.4908765250196061, "epoch": 22, "train_acc": 0.63820207589743028, "train_loss": 1.4182107020016821}
{"dev_acc": 0.29360800008434113, "dev_loss": 2.5120650194585323, "epoch": 23, "train_acc": 0.62945084851607036, "train_loss": 1.4159296004590196}
{"dev_acc": 0.2913483455194566, "dev_loss": 2.4999807799855867, "epoch": 24, "train_acc": 0.66910084420958293, "train_loss": 1.4187985143517372}
{"dev_acc": 0.31701835606995488, "dev_loss": 2.4283536771933236, "epoch": 25, "train_acc": 0.65336588126658623, "train_loss": 1.3768030281682484}
{"dev_acc": 0.30675233731016216, "dev_loss": 2.4513534360254803, "epoch": 26, "train_acc": 0.67177961956044485, "train_loss": 1.3545416943484643}
{"dev_acc": 0.31916255679527916, "dev_loss": 2.4264211604992547, "epoch": 27, "train_acc": 0.67018421927112459, "train_loss": 1.2867332971578493}
{"dev_acc": 0.31721449258291334, "dev_loss": 2.413375323948761, "epoch": 28, "train_acc": 0.68466850080663932, "train_loss": 1.2951343562148634}
{"dev_acc": 0.31068642567806143, "dev_loss": 2.4189411631474891, "epoch": 29, "train_acc": 0.66249613027279741, "train_loss": 1.3539206266067312}
{"dev_acc": 0.31184612928762873, "dev_loss": 2.3815823967258134, "epoch": 30, "train_acc": 0.67196457915912944, "train_loss": 1.3053114253142086}
{"dev_acc": 0.33309305122995297, "dev_loss": 2.3937847514947257, "epoch": 31, "train_acc": 0.6843249438554464, "train_loss": 1.274481902967711}
{"dev_acc": 0.34032846261253896, "dev_loss": 2.3892255052924156, "epoch": 32, "train_acc": 0.69527154900477295, "train_loss": 1.2677319340529989}
{"dev_acc": 0.33529100867619727, "dev_loss": 2.343847194376091, "epoch": 33, "train_acc": 0.68571478218244797, "train_loss": 1.2436281554400921}
{"dev_acc": 0.34033093971459755, "dev_loss": 2.3757254754503569, "epoch": 34, "train_acc": 0.69933103678373199, "train_loss": 1.2053944813698285}
{"dev_acc": 0.34736639301605354, "dev_loss": 2.3854065093522272, "epoch": 35, "train_acc": 0.70492578517962123, "train_loss": 1.1976498306774703}
{"dev_acc": 0.34805705884998051, "dev_loss": 2.4166593643215797, "epoch": 36, "train_acc": 0.70446702328155475, "train_loss": 1.2020080470495293}
{"dev_acc": 0.35890806363539546, "dev_loss": 2.3653104961849749, "epoch": 37, "train_acc": 0.71269949967911905, "train_loss": 1.1686382166064175}
{"dev_acc": 0.3576703903509626, "dev_loss": 2.3833302964145937, "epoch": 38, "train_acc": 0.72719916235155557, "train_loss": 1.1443031428488675}
{"dev_acc": 0.35764084536652296, "dev_loss": 2.3627716427048049, "epoch": 39, "train_acc": 0.72188353667722038, "train_loss": 1.131180654379127}
{"dev_acc": 0.36265357710546814, "dev_loss": 2.3473899510378637, "epoch": 40, "train_acc": 0.72491763045103208, "train_loss": 1.1183442515855442}
{"dev_acc": 0.35361420678450067, "dev_loss": 2.369412706233561, "epoch": 41, "train_acc": 0.71478251116718317, "train_loss": 1.1223805097206572}
{"dev_acc": 0.35315932213071205, "dev_loss": 2.3855649310474596, "epoch": 42, "train_acc": 0.71879290987022881, "train_loss": 1.0915778468851549}
{"dev_acc": 0.35823961708901847, "dev_loss": 2.3561507112657032, "epoch": 43, "train_acc": 0.72770846030688707, "train_loss": 1.1145868692394407}
{"dev_acc": 0.38152723991377679, "dev_loss": 2.341068553427855, "epoch": 44, "train_acc": 0.73209043451181155, "train_loss": 1.0699010453032822}
{"dev_acc": 0.34194296624270737, "dev_loss": 2.3794991524579623, "epoch": 45, "train_acc": 0.73330361197530269, "train_loss": 1.0938828946014896}
{"dev_acc": 0.3424349132444709, "dev_loss": 2.3667615347852311, "epoch": 46, "train_acc": 0.72394628674004657, "train_loss": 1.0990591685070092}
{"dev_acc": 0.36695374764108801, "dev_loss": 2.3573956615291536, "epoch": 47, "train_acc": 0.73452700461042475, "train_loss": 1.0673355000679472}
{"dev_acc": 0.36563097690573404, "dev_loss": 2.3165740174396583, "epoch": 48, "train_acc": 0.73704498954601827, "train_loss": 1.0516033425133249}
{"dev_acc": 0.34911643721895524, "dev_loss": 2.4334810486373804, "epoch": 49, "train_acc": 0.70602597369243125, "train_loss": 1.1302675203874433}
{"dev_acc": 0.34560836522110461, "dev_loss": 2.3807812103380761, "epoch": 50, "train_acc": 0.68118577887770915, "train_loss": 1.2514769022398797}
{'test_acc': 0.39786713281199393,
 'test_f1_macro': 0.19023058533161713,
 'test_f1_micro': 0.34027470093043866,
 'test_loss': 2.3027387261390686}
