{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.54640263626456964, "dev_loss": 0.67654271956001011, "epoch": 0, "train_acc": 0.70569645254734326, "train_loss": 0.73788333391841454}
{"dev_acc": 0.58814594806687559, "dev_loss": 0.67254206272108219, "epoch": 1, "train_acc": 0.76085454673909259, "train_loss": 0.66645352108569089}
{"dev_acc": 0.57337161265965675, "dev_loss": 0.67933356389403343, "epoch": 2, "train_acc": 0.76400879606355421, "train_loss": 0.64437553890143773}
{"dev_acc": 0.56928990338258667, "dev_loss": 0.68148972200495861, "epoch": 3, "train_acc": 0.79545106383662423, "train_loss": 0.59269815381569202}
{"dev_acc": 0.52974394843700057, "dev_loss": 0.72165705423269955, "epoch": 4, "train_acc": 0.83267593661744566, "train_loss": 0.54107307057969178}
{"dev_acc": 0.5789189843574738, "dev_loss": 0.68632143842322491, "epoch": 5, "train_acc": 0.84723767681838791, "train_loss": 0.47740952114138424}
{"dev_acc": 0.57603471835954956, "dev_loss": 0.70730048684137203, "epoch": 6, "train_acc": 0.85863852979916278, "train_loss": 0.42120519063518019}
{"dev_acc": 0.62949724470839696, "dev_loss": 0.68328751889722683, "epoch": 7, "train_acc": 0.874565232244777, "train_loss": 0.36738753121912104}
{"dev_acc": 0.60707333852302348, "dev_loss": 0.70137516808296951, "epoch": 8, "train_acc": 0.88282855640171065, "train_loss": 0.34024405541912289}
{"dev_acc": 0.61119930696301239, "dev_loss": 0.71971977528716835, "epoch": 9, "train_acc": 0.89472708107432686, "train_loss": 0.31251083373363259}
{"dev_acc": 0.63164155547029288, "dev_loss": 0.71258445283664129, "epoch": 10, "train_acc": 0.89866119287774016, "train_loss": 0.29428808835830211}
{"dev_acc": 0.63565953232544137, "dev_loss": 0.70109395722725565, "epoch": 11, "train_acc": 0.90476024308459502, "train_loss": 0.27170181986168501}
{"dev_acc": 0.64701985942656715, "dev_loss": 0.69134986227644346, "epoch": 12, "train_acc": 0.90866392982102395, "train_loss": 0.26164506118202324}
{"dev_acc": 0.57271993918508612, "dev_loss": 0.7893320341993656, "epoch": 13, "train_acc": 0.9104994898199994, "train_loss": 0.27320870904169409}
{"dev_acc": 0.66781132166708856, "dev_loss": 0.70108689820127823, "epoch": 14, "train_acc": 0.90347773956600619, "train_loss": 0.29826600755906746}
{"dev_acc": 0.66330989625566628, "dev_loss": 0.69446212279477293, "epoch": 15, "train_acc": 0.91252950958541545, "train_loss": 0.24939796354922267}
{"dev_acc": 0.67272716869333249, "dev_loss": 0.68297473860106295, "epoch": 16, "train_acc": 0.91700108794973234, "train_loss": 0.23583520914183317}
{"dev_acc": 0.66498410082943804, "dev_loss": 0.69332508736156995, "epoch": 17, "train_acc": 0.92219109561627832, "train_loss": 0.21891580279061831}
{"dev_acc": 0.66152965668407171, "dev_loss": 0.73138283000194604, "epoch": 18, "train_acc": 0.92563624138006506, "train_loss": 0.21073134986188594}
{"dev_acc": 0.64789027993701054, "dev_loss": 0.72221431252546608, "epoch": 19, "train_acc": 0.92970754974297576, "train_loss": 0.20105933977727178}
{"dev_acc": 0.62169568112796447, "dev_loss": 0.75500829591016683, "epoch": 20, "train_acc": 0.93219306088387721, "train_loss": 0.19576650324551673}
{"dev_acc": 0.65712046851880968, "dev_loss": 0.74064865049773032, "epoch": 21, "train_acc": 0.9360452585960054, "train_loss": 0.1914393105919921}
{"dev_acc": 0.62834716977097449, "dev_loss": 0.77888003753365154, "epoch": 22, "train_acc": 0.93783908892293755, "train_loss": 0.18443653520706546}
{"dev_acc": 0.6372227258347305, "dev_loss": 0.79917014543233178, "epoch": 23, "train_acc": 0.93447571084221048, "train_loss": 0.1942000469639367}
{"dev_acc": 0.63928326316765038, "dev_loss": 0.75872018344567294, "epoch": 24, "train_acc": 0.93959436413114839, "train_loss": 0.17734951516587577}
{"dev_acc": 0.65765507229102282, "dev_loss": 0.77786192540744581, "epoch": 25, "train_acc": 0.94498580425605161, "train_loss": 0.16950120319630008}
{"dev_acc": 0.62508221950181853, "dev_loss": 0.79717352489076021, "epoch": 26, "train_acc": 0.94589117460216987, "train_loss": 0.16403480912182963}
{"dev_acc": 0.64321322618459742, "dev_loss": 0.82973614378300098, "epoch": 27, "train_acc": 0.94703219990507781, "train_loss": 0.16432983625924827}
{"dev_acc": 0.62187649104978548, "dev_loss": 0.87176550780090367, "epoch": 28, "train_acc": 0.94726006603556978, "train_loss": 0.1602090571469961}
{"dev_acc": 0.63330638876145096, "dev_loss": 0.89866230826425764, "epoch": 29, "train_acc": 0.95148921157321176, "train_loss": 0.15165815782354544}
{"dev_acc": 0.64475451408345974, "dev_loss": 0.85826272312884355, "epoch": 30, "train_acc": 0.95459631820256807, "train_loss": 0.14299112799153016}
{"dev_acc": 0.63638766745534736, "dev_loss": 0.9004737752256915, "epoch": 31, "train_acc": 0.95322185018947081, "train_loss": 0.14900760631888582}
{"dev_acc": 0.6104643504383791, "dev_loss": 0.80555692268535495, "epoch": 32, "train_acc": 0.94613841381434216, "train_loss": 0.16739156441151495}
{"dev_acc": 0.62723836475771644, "dev_loss": 0.8650670616355326, "epoch": 33, "train_acc": 0.95112208774268792, "train_loss": 0.15822369537419967}
{"dev_acc": 0.61205891161376069, "dev_loss": 0.96255982062679579, "epoch": 34, "train_acc": 0.95587918575547304, "train_loss": 0.13964545402747336}
{"dev_acc": 0.6200942529929353, "dev_loss": 0.80024128101233927, "epoch": 35, "train_acc": 0.94913212103192635, "train_loss": 0.15900573022280454}
{"dev_acc": 0.5993013804570142, "dev_loss": 0.76677822946969953, "epoch": 36, "train_acc": 0.94073514694115401, "train_loss": 0.19218173793876614}
{"dev_acc": 0.61507526356077258, "dev_loss": 0.77159690856933594, "epoch": 37, "train_acc": 0.93178814305390867, "train_loss": 0.21387111328050784}
{"dev_acc": 0.61980343086163558, "dev_loss": 0.92088265650506529, "epoch": 38, "train_acc": 0.92555338089098149, "train_loss": 0.27663952944309544}
{"dev_acc": 0.6514355087087349, "dev_loss": 0.72917879785278017, "epoch": 39, "train_acc": 0.90703850312391665, "train_loss": 0.27743650924656066}
{"dev_acc": 0.6451392360959306, "dev_loss": 0.73066796442227699, "epoch": 40, "train_acc": 0.91945730282865745, "train_loss": 0.23322536369573466}
{"dev_acc": 0.65276645026216684, "dev_loss": 0.76794306607916951, "epoch": 41, "train_acc": 0.92782137529274877, "train_loss": 0.20713603675171668}
{"dev_acc": 0.66776939823395121, "dev_loss": 0.75593354220369036, "epoch": 42, "train_acc": 0.9325853861513822, "train_loss": 0.19041095418900494}
{"dev_acc": 0.66031345130295127, "dev_loss": 0.75076754663937861, "epoch": 43, "train_acc": 0.93786025438435716, "train_loss": 0.18234343462346617}
{"dev_acc": 0.6540615483374933, "dev_loss": 0.76736286821375999, "epoch": 44, "train_acc": 0.94013016403793936, "train_loss": 0.17382507950108597}
{"dev_acc": 0.66142512928554154, "dev_loss": 0.77607909101061523, "epoch": 45, "train_acc": 0.94289128541212808, "train_loss": 0.16721470048908982}
{"dev_acc": 0.68596658624531237, "dev_loss": 0.80010974037993166, "epoch": 46, "train_acc": 0.94642512891951824, "train_loss": 0.16099007623834732}
{"dev_acc": 0.6755624129769916, "dev_loss": 0.80803788132366861, "epoch": 47, "train_acc": 0.9480436484394914, "train_loss": 0.15754173203007482}
{"dev_acc": 0.66969795547439082, "dev_loss": 0.84041225955089816, "epoch": 48, "train_acc": 0.94958843390114323, "train_loss": 0.15103186790119125}
{"dev_acc": 0.61695510327206193, "dev_loss": 0.92997294654404483, "epoch": 49, "train_acc": 0.95074977361565194, "train_loss": 0.15041084090801091}
