{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.48642284350200565, "dev_loss": 0.69783283557210651, "epoch": 0, "train_acc": 0.68961012546867173, "train_loss": 0.75965745690502695}
{"dev_acc": 0.58782947039553157, "dev_loss": 0.67195743056280277, "epoch": 1, "train_acc": 0.70306042237490118, "train_loss": 0.6982890220382546}
{"dev_acc": 0.58058753251678574, "dev_loss": 0.68253984408719204, "epoch": 2, "train_acc": 0.7651162785276806, "train_loss": 0.66191287998911696}
{"dev_acc": 0.5774356163406702, "dev_loss": 0.67589385967169491, "epoch": 3, "train_acc": 0.75753249201006179, "train_loss": 0.65195214107066768}
{"dev_acc": 0.62199479821349613, "dev_loss": 0.67612679675221443, "epoch": 4, "train_acc": 0.79263951429247403, "train_loss": 0.59686945793749413}
{"dev_acc": 0.57803805021670096, "dev_loss": 0.69061446881720001, "epoch": 5, "train_acc": 0.81778596279290505, "train_loss": 0.54821896675644044}
{"dev_acc": 0.61453665837249694, "dev_loss": 0.68709102459251881, "epoch": 6, "train_acc": 0.83925899584032082, "train_loss": 0.47820157600165925}
{"dev_acc": 0.58731333173405453, "dev_loss": 0.70456990599632263, "epoch": 7, "train_acc": 0.85366412320646523, "train_loss": 0.43966683071059515}
{"dev_acc": 0.6107503282490313, "dev_loss": 0.69840042585773132, "epoch": 8, "train_acc": 0.86234168923046117, "train_loss": 0.39111726049663897}
{"dev_acc": 0.64176753816718368, "dev_loss": 0.68554832866149285, "epoch": 9, "train_acc": 0.87052974579700548, "train_loss": 0.36842498501550547}
{"dev_acc": 0.65070285551869966, "dev_loss": 0.68809493843998226, "epoch": 10, "train_acc": 0.88078111882073695, "train_loss": 0.33172157338431363}
{"dev_acc": 0.60351781300762508, "dev_loss": 0.71679247164034421, "epoch": 11, "train_acc": 0.88895080574743957, "train_loss": 0.31499998613343211}
{"dev_acc": 0.60278846393925722, "dev_loss": 0.70787306808467421, "epoch": 12, "train_acc": 0.89040765970440938, "train_loss": 0.30191211558029624}
{"dev_acc": 0.59955923130854938, "dev_loss": 0.72512775559776599, "epoch": 13, "train_acc": 0.89787747150782338, "train_loss": 0.2802299655313733}
{"dev_acc": 0.62903493517441722, "dev_loss": 0.72107345005497336, "epoch": 14, "train_acc": 0.90163979886969836, "train_loss": 0.2657082475665839}
{"dev_acc": 0.63928064315587996, "dev_loss": 0.70270492499029003, "epoch": 15, "train_acc": 0.90327083446904488, "train_loss": 0.26204570267081284}
{"dev_acc": 0.64180465881006032, "dev_loss": 0.71225831547885066, "epoch": 16, "train_acc": 0.90947979131578027, "train_loss": 0.25316457835002509}
{"dev_acc": 0.6794077548565397, "dev_loss": 0.68776469725915901, "epoch": 17, "train_acc": 0.91304760017599551, "train_loss": 0.23119855179345306}
{"dev_acc": 0.62286685583877033, "dev_loss": 0.7070042989881975, "epoch": 18, "train_acc": 0.91557489905176292, "train_loss": 0.22472555074572587}
{"dev_acc": 0.63368063225210369, "dev_loss": 0.7083935098739208, "epoch": 19, "train_acc": 0.92044261164729713, "train_loss": 0.21231927853549207}
{"dev_acc": 0.63436243710350892, "dev_loss": 0.762988999801954, "epoch": 20, "train_acc": 0.9225748511813584, "train_loss": 0.20931513919612935}
{"dev_acc": 0.64848617826792143, "dev_loss": 0.74023634034009389, "epoch": 21, "train_acc": 0.9211364147859038, "train_loss": 0.23050277834298397}
{"dev_acc": 0.62743444096820433, "dev_loss": 0.72426139964123393, "epoch": 22, "train_acc": 0.92676744965510693, "train_loss": 0.20486652680165782}
{"dev_acc": 0.63526993099161122, "dev_loss": 0.72158720001711374, "epoch": 23, "train_acc": 0.92694477080747872, "train_loss": 0.19835390269946412}
{"dev_acc": 0.65382075717999633, "dev_loss": 0.7161422196243491, "epoch": 24, "train_acc": 0.90831563444787344, "train_loss": 0.29205896285851779}
{"dev_acc": 0.66090315186728543, "dev_loss": 0.71622177797170095, "epoch": 25, "train_acc": 0.91048718016677432, "train_loss": 0.26017381223154407}
{"dev_acc": 0.61347149891623576, "dev_loss": 0.7370690314897469, "epoch": 26, "train_acc": 0.91711223953947052, "train_loss": 0.22521917525195528}
{"dev_acc": 0.65927973124342354, "dev_loss": 0.73106458538677543, "epoch": 27, "train_acc": 0.9212724846636996, "train_loss": 0.2082364631012153}
{"dev_acc": 0.6506076165459761, "dev_loss": 0.75971043523168191, "epoch": 28, "train_acc": 0.92510723137145734, "train_loss": 0.19844665418598578}
{"dev_acc": 0.65623159840138245, "dev_loss": 0.75705170121260124, "epoch": 29, "train_acc": 0.92878264568135749, "train_loss": 0.18923098936380783}
{"dev_acc": 0.64754751666811117, "dev_loss": 0.77819349474988742, "epoch": 30, "train_acc": 0.93253595134783107, "train_loss": 0.1807885801267097}
{"dev_acc": 0.61668478776804536, "dev_loss": 0.84787007709383033, "epoch": 31, "train_acc": 0.93485016363710538, "train_loss": 0.17882005218932218}
{"dev_acc": 0.6520237322369079, "dev_loss": 0.85684084249494064, "epoch": 32, "train_acc": 0.93520388234409801, "train_loss": 0.17048397668765539}
{"dev_acc": 0.60588520016908642, "dev_loss": 0.78868593140837873, "epoch": 33, "train_acc": 0.93283972790144831, "train_loss": 0.20108818345485091}
{"dev_acc": 0.58395940661495893, "dev_loss": 1.0450227770322402, "epoch": 34, "train_acc": 0.89719477958027827, "train_loss": 0.2983094053505036}
{"dev_acc": 0.5843918651175225, "dev_loss": 0.72239978944084471, "epoch": 35, "train_acc": 0.80847245945475488, "train_loss": 0.52800833524640978}
{"dev_acc": 0.58979168564697271, "dev_loss": 0.67324190586805344, "epoch": 36, "train_acc": 0.82847219303662523, "train_loss": 0.50573992270893786}
{"dev_acc": 0.60503935662751829, "dev_loss": 0.66063103611980167, "epoch": 37, "train_acc": 0.85772458750813818, "train_loss": 0.45281133704370807}
{"dev_acc": 0.5996060012395753, "dev_loss": 0.67809635241116795, "epoch": 38, "train_acc": 0.86794489985662959, "train_loss": 0.38423800589575702}
{"dev_acc": 0.6041568708081122, "dev_loss": 0.68617424235812252, "epoch": 39, "train_acc": 0.87862501663825887, "train_loss": 0.33840017115897675}
{"dev_acc": 0.59869831908152993, "dev_loss": 0.69093412599925486, "epoch": 40, "train_acc": 0.88306399413133907, "train_loss": 0.31719349462043822}
{"dev_acc": 0.60693348743657705, "dev_loss": 0.69739116515432087, "epoch": 41, "train_acc": 0.89019634605272635, "train_loss": 0.30206454297692714}
{"dev_acc": 0.62242918333374242, "dev_loss": 0.69836241419294054, "epoch": 42, "train_acc": 0.89288736819397796, "train_loss": 0.28280235080769039}
{"dev_acc": 0.63697417381432175, "dev_loss": 0.70454463721918204, "epoch": 43, "train_acc": 0.89638619895936555, "train_loss": 0.2744754544426864}
{"dev_acc": 0.61467829584679801, "dev_loss": 0.7009947185537645, "epoch": 44, "train_acc": 0.9002281294431439, "train_loss": 0.26541281405753819}
{"dev_acc": 0.6282607340241545, "dev_loss": 0.69509732031396454, "epoch": 45, "train_acc": 0.90324361577571011, "train_loss": 0.24993031654990266}
{"dev_acc": 0.62307752519124449, "dev_loss": 0.70402851275035316, "epoch": 46, "train_acc": 0.90533466180199573, "train_loss": 0.24481496654141066}
{"dev_acc": 0.63032599538727052, "dev_loss": 0.7019698884604233, "epoch": 47, "train_acc": 0.90797080814551068, "train_loss": 0.24172806715197814}
{"dev_acc": 0.61209389230759681, "dev_loss": 0.70551342996103428, "epoch": 48, "train_acc": 0.90886900910545609, "train_loss": 0.23708392723015498}
{"dev_acc": 0.62648042775502444, "dev_loss": 0.71038598487419746, "epoch": 49, "train_acc": 0.91117835533309555, "train_loss": 0.22994910861082563}
{"dev_acc": 0.63179804285501862, "dev_loss": 0.70556793907391169, "epoch": 50, "train_acc": 0.91267925429475771, "train_loss": 0.22763396340902731}
