{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.5222073559070175, "dev_loss": 0.68924874599490848, "epoch": 0, "train_acc": 0.64765006379220058, "train_loss": 0.76074886850163903}
{"dev_acc": 0.56028702476860437, "dev_loss": 0.67284675740769928, "epoch": 1, "train_acc": 0.66911611871975984, "train_loss": 0.71118340650691259}
{"dev_acc": 0.6127556294386004, "dev_loss": 0.66583603726966045, "epoch": 2, "train_acc": 0.73802630865145857, "train_loss": 0.67370061897024325}
{"dev_acc": 0.57720732789404139, "dev_loss": 0.66075065306254799, "epoch": 3, "train_acc": 0.76603931405384718, "train_loss": 0.62674075383928762}
{"dev_acc": 0.61182236317532668, "dev_loss": 0.65188640835029743, "epoch": 4, "train_acc": 0.797830328453767, "train_loss": 0.60554980269715752}
{"dev_acc": 0.61067608403406659, "dev_loss": 0.65047219448855942, "epoch": 5, "train_acc": 0.81432587188804284, "train_loss": 0.55750605662035035}
{"dev_acc": 0.59076615656950415, "dev_loss": 0.66984182649425095, "epoch": 6, "train_acc": 0.84512661493186281, "train_loss": 0.505716155507142}
{"dev_acc": 0.6060114654624098, "dev_loss": 0.67651043140462463, "epoch": 7, "train_acc": 0.850980286229431, "train_loss": 0.47800885796358311}
{"dev_acc": 0.62539411193342132, "dev_loss": 0.6615569250924247, "epoch": 8, "train_acc": 0.85993297277867553, "train_loss": 0.43300586090057713}
{"dev_acc": 0.63792974835543614, "dev_loss": 0.67490941126431736, "epoch": 9, "train_acc": 0.87420033958128562, "train_loss": 0.38980151762407794}
{"dev_acc": 0.63020323957052615, "dev_loss": 0.67178735882043839, "epoch": 10, "train_acc": 0.88158135399681103, "train_loss": 0.35207859900650346}
{"dev_acc": 0.5990762367292658, "dev_loss": 0.75211474459086147, "epoch": 11, "train_acc": 0.89059087927141778, "train_loss": 0.32373502755042494}
{"dev_acc": 0.61183451331173322, "dev_loss": 0.72578352782875299, "epoch": 12, "train_acc": 0.89829225136742419, "train_loss": 0.29875236980121911}
{"dev_acc": 0.61481067587234139, "dev_loss": 0.77373105487121008, "epoch": 13, "train_acc": 0.90019667577802132, "train_loss": 0.27659853946865548}
{"dev_acc": 0.59073101752163559, "dev_loss": 0.72421893184738495, "epoch": 14, "train_acc": 0.90006377008346861, "train_loss": 0.3017283653607592}
{"dev_acc": 0.62774933782391096, "dev_loss": 0.71733040322682684, "epoch": 15, "train_acc": 0.89078370895806525, "train_loss": 0.32593242216949597}
{"dev_acc": 0.60393943226160951, "dev_loss": 0.73889403218137362, "epoch": 16, "train_acc": 0.89795227459236215, "train_loss": 0.29885569542552098}
{"dev_acc": 0.63132031346629736, "dev_loss": 0.76238677291465662, "epoch": 17, "train_acc": 0.90491274385897236, "train_loss": 0.26616124772832173}
{"dev_acc": 0.61424045936352567, "dev_loss": 0.73534927131342032, "epoch": 18, "train_acc": 0.90576454517428706, "train_loss": 0.26908969146839073}
{"dev_acc": 0.63415905351967083, "dev_loss": 0.75621047123734442, "epoch": 19, "train_acc": 0.91036993193849591, "train_loss": 0.24615005826978367}
{"dev_acc": 0.6052594364904994, "dev_loss": 0.79049908502825672, "epoch": 20, "train_acc": 0.91480626582139946, "train_loss": 0.24198208333993673}
{"dev_acc": 0.62544428816495845, "dev_loss": 0.78983654973230188, "epoch": 21, "train_acc": 0.91779053465996319, "train_loss": 0.22945539483835897}
{"dev_acc": 0.61794869411689479, "dev_loss": 0.77279194643987081, "epoch": 22, "train_acc": 0.91895699504069528, "train_loss": 0.22181328046548215}
{"dev_acc": 0.62649165506087878, "dev_loss": 0.77615360104079756, "epoch": 23, "train_acc": 0.92392508233736692, "train_loss": 0.20906899834075307}
{"dev_acc": 0.6276760677572889, "dev_loss": 0.80051608829359922, "epoch": 24, "train_acc": 0.9268141763661335, "train_loss": 0.2056463763377146}
{"dev_acc": 0.61060991282121801, "dev_loss": 0.80963432289926074, "epoch": 25, "train_acc": 0.92872169814937444, "train_loss": 0.20349199737457535}
{"dev_acc": 0.63456943466542914, "dev_loss": 0.81049562338739634, "epoch": 26, "train_acc": 0.93179253669493489, "train_loss": 0.19574828512850218}
{"dev_acc": 0.62955182180154468, "dev_loss": 0.82988803720633897, "epoch": 27, "train_acc": 0.93352781244968186, "train_loss": 0.18908280063228228}
{"dev_acc": 0.59862937730079102, "dev_loss": 0.86568801876689705, "epoch": 28, "train_acc": 0.9358786616681658, "train_loss": 0.18483647335500492}
{"dev_acc": 0.63788683580757843, "dev_loss": 0.83638171036727726, "epoch": 29, "train_acc": 0.9376317992482156, "train_loss": 0.18040972334904526}
{"dev_acc": 0.58923065392395224, "dev_loss": 0.79944204033485478, "epoch": 30, "train_acc": 0.90321541388729309, "train_loss": 0.28674732130521885}
{"dev_acc": 0.59235612693648498, "dev_loss": 0.82503149059734171, "epoch": 31, "train_acc": 0.92010986153349572, "train_loss": 0.23018271123763481}
{"dev_acc": 0.57962314645285828, "dev_loss": 0.84441423935017412, "epoch": 32, "train_acc": 0.9272854917422817, "train_loss": 0.20678783802734099}
{"dev_acc": 0.60671840081388517, "dev_loss": 0.86175074395058415, "epoch": 33, "train_acc": 0.93187882492086915, "train_loss": 0.19827305863329941}
{"dev_acc": 0.58423542516285709, "dev_loss": 0.88514744191031369, "epoch": 34, "train_acc": 0.93462544771882616, "train_loss": 0.18458435924641223}
{"dev_acc": 0.60353927685989572, "dev_loss": 0.85896135400980711, "epoch": 35, "train_acc": 0.9377776263042189, "train_loss": 0.18195164795151522}
{"dev_acc": 0.58788153436804069, "dev_loss": 0.87625071013878497, "epoch": 36, "train_acc": 0.94053671896072544, "train_loss": 0.17111891791625303}
{"dev_acc": 0.63804367233615811, "dev_loss": 0.84145719172166922, "epoch": 37, "train_acc": 0.94181536179571301, "train_loss": 0.17023407139953908}
{"dev_acc": 0.61287450778324593, "dev_loss": 0.87903960707730477, "epoch": 38, "train_acc": 0.94388091277872521, "train_loss": 0.16712601807725888}
{"dev_acc": 0.62459688270508307, "dev_loss": 0.92498553870245814, "epoch": 39, "train_acc": 0.94575700734245172, "train_loss": 0.1604048294944341}
{"dev_acc": 0.60649719788727097, "dev_loss": 0.93707241404003327, "epoch": 40, "train_acc": 0.94718152235914699, "train_loss": 0.1574151094243427}
{"dev_acc": 0.60766154133526007, "dev_loss": 0.89888272647346767, "epoch": 41, "train_acc": 0.94471991894230822, "train_loss": 0.15960940314033895}
{"dev_acc": 0.62083234096915141, "dev_loss": 0.87740467488765717, "epoch": 42, "train_acc": 0.95007637463950656, "train_loss": 0.14878124391064756}
{"dev_acc": 0.60997114188525692, "dev_loss": 0.92657943615423777, "epoch": 43, "train_acc": 0.94804783184885455, "train_loss": 0.15339093009961174}
{"dev_acc": 0.62405108631415873, "dev_loss": 0.93727850102420363, "epoch": 44, "train_acc": 0.9516112352809436, "train_loss": 0.14635299526882958}
{"dev_acc": 0.62910303664212752, "dev_loss": 0.91787738991635182, "epoch": 45, "train_acc": 0.95236985759416748, "train_loss": 0.14515841576783575}
{"dev_acc": 0.63646315322160374, "dev_loss": 0.93190089167494861, "epoch": 46, "train_acc": 0.95437773717563512, "train_loss": 0.14085237260200922}
{"dev_acc": 0.64055781255890598, "dev_loss": 0.92248868872411549, "epoch": 47, "train_acc": 0.95497287172532297, "train_loss": 0.14311434886575961}
{"dev_acc": 0.61270622289022181, "dev_loss": 0.96016443139939966, "epoch": 48, "train_acc": 0.95286133047394728, "train_loss": 0.14743001371091768}
{"dev_acc": 0.65540151759634313, "dev_loss": 0.95750655360253789, "epoch": 49, "train_acc": 0.95573262734186482, "train_loss": 0.13727926145353034}
{"dev_acc": 0.6322250206653014, "dev_loss": 0.97403324831144089, "epoch": 50, "train_acc": 0.95778251384044877, "train_loss": 0.13187079908620253}
