{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.53726949970958149, "dev_loss": 0.68175181640045979, "epoch": 0, "train_acc": 0.73440614786040181, "train_loss": 0.68028265011461475}
{"dev_acc": 0.5935205760917921, "dev_loss": 0.66293712971465923, "epoch": 1, "train_acc": 0.76540931310414162, "train_loss": 0.67329098454004599}
{"dev_acc": 0.49285076251384241, "dev_loss": 0.68827779378209797, "epoch": 2, "train_acc": 0.76021070732551155, "train_loss": 0.67836881362939183}
{"dev_acc": 0.59402880404802183, "dev_loss": 0.67140387105090282, "epoch": 3, "train_acc": 0.78026165527524871, "train_loss": 0.67162465879434274}
{"dev_acc": 0.5943193062148987, "dev_loss": 0.67678669361131527, "epoch": 4, "train_acc": 0.7865235932288217, "train_loss": 0.59980356957339032}
{"dev_acc": 0.58750596481309891, "dev_loss": 0.67437362724116867, "epoch": 5, "train_acc": 0.80868698469499267, "train_loss": 0.53073964117071293}
{"dev_acc": 0.59727742931580619, "dev_loss": 0.66881604811974937, "epoch": 6, "train_acc": 0.8349951987590768, "train_loss": 0.50156214993588533}
{"dev_acc": 0.61188271123454518, "dev_loss": 0.66775093600153923, "epoch": 7, "train_acc": 0.84459579463281453, "train_loss": 0.4578140316224551}
{"dev_acc": 0.61512095340226225, "dev_loss": 0.66864889647279468, "epoch": 8, "train_acc": 0.8538407555334101, "train_loss": 0.41072968303968632}
{"dev_acc": 0.67639988024545061, "dev_loss": 0.68487546060766491, "epoch": 9, "train_acc": 0.8652576852395496, "train_loss": 0.39671012762745345}
{"dev_acc": 0.60162818057310119, "dev_loss": 0.7034840687577214, "epoch": 10, "train_acc": 0.87247531547684387, "train_loss": 0.36768065206706524}
{"dev_acc": 0.61273094243955162, "dev_loss": 0.68162322443510803, "epoch": 11, "train_acc": 0.87494548554011153, "train_loss": 0.35019006516454343}
{"dev_acc": 0.62481896200442788, "dev_loss": 0.70326194965413635, "epoch": 12, "train_acc": 0.88138872769635457, "train_loss": 0.33871050769628225}
{"dev_acc": 0.62045181643619995, "dev_loss": 0.71434469733919415, "epoch": 13, "train_acc": 0.88737352305485595, "train_loss": 0.31225699099971427}
{"dev_acc": 0.64843717634593356, "dev_loss": 0.70882802190525196, "epoch": 14, "train_acc": 0.89285335061354365, "train_loss": 0.29929014602440257}
{"dev_acc": 0.61452367590720169, "dev_loss": 0.71059116534888744, "epoch": 15, "train_acc": 0.89638637856455783, "train_loss": 0.2799085601810602}
