{'--activation': 'tanh',
 '--dropout': '0.70',
 '--epoch': '50',
 '--hidden': '100',
 '--lr': '0.1',
 '--mem_dim': '100',
 '--model': 'filter',
 '--optim': 'adagrad',
 '--reg': '3e-3',
 '--truncate_grad': '50',
 '<data>': 'data/senna0'}
{"dev_acc": 0.56958507843176076, "dev_loss": 0.68120722738759854, "epoch": 0, "train_acc": 0.69921468219268534, "train_loss": 0.74520306421231619}
{"dev_acc": 0.61133433816933458, "dev_loss": 0.67367096617817879, "epoch": 1, "train_acc": 0.70862025561066067, "train_loss": 0.70099481412127052}
{"dev_acc": 0.58213389355976175, "dev_loss": 0.66699901382837978, "epoch": 2, "train_acc": 0.75358959054367092, "train_loss": 0.67665629937678951}
{"dev_acc": 0.57331395045480105, "dev_loss": 0.67566841787525589, "epoch": 3, "train_acc": 0.79036822329095002, "train_loss": 0.6085486706299118}
{"dev_acc": 0.63159787688991176, "dev_loss": 0.68534703765596661, "epoch": 4, "train_acc": 0.80440885723690847, "train_loss": 0.56631145645168768}
{"dev_acc": 0.57208563575892923, "dev_loss": 0.67201481626502102, "epoch": 5, "train_acc": 0.82672100228331247, "train_loss": 0.53721771681610542}
{"dev_acc": 0.5674770965461351, "dev_loss": 0.66160089442772529, "epoch": 6, "train_acc": 0.84828158242671481, "train_loss": 0.49446969309562372}
{"dev_acc": 0.64400874637519911, "dev_loss": 0.64808097135807785, "epoch": 7, "train_acc": 0.8515668336001736, "train_loss": 0.43452835040567794}
{"dev_acc": 0.62973645213652252, "dev_loss": 0.64738402888178825, "epoch": 8, "train_acc": 0.86939048304944433, "train_loss": 0.3861635434735991}
{"dev_acc": 0.63377797041628636, "dev_loss": 0.66926849686673706, "epoch": 9, "train_acc": 0.8757954166179619, "train_loss": 0.36709166828637257}
{"dev_acc": 0.64760408939575209, "dev_loss": 0.64864066522568464, "epoch": 10, "train_acc": 0.88540645822708408, "train_loss": 0.33849534231143757}
{"dev_acc": 0.68382404229070926, "dev_loss": 0.65462390280195648, "epoch": 11, "train_acc": 0.89081764107351558, "train_loss": 0.312900859915616}
{"dev_acc": 0.64327006975473455, "dev_loss": 0.70490951596626217, "epoch": 12, "train_acc": 0.89511089259757082, "train_loss": 0.30267515732270156}
{"dev_acc": 0.66813193666162063, "dev_loss": 0.69407180523765943, "epoch": 13, "train_acc": 0.8936808076143351, "train_loss": 0.30221213077348247}
{"dev_acc": 0.68460740338934234, "dev_loss": 0.70308101602963036, "epoch": 14, "train_acc": 0.90119952815183524, "train_loss": 0.27963424914610818}
{"dev_acc": 0.68594479938833619, "dev_loss": 0.69233588561681769, "epoch": 15, "train_acc": 0.90229408888917151, "train_loss": 0.27002657640171296}
{"dev_acc": 0.59943088402584543, "dev_loss": 0.69929811411670273, "epoch": 16, "train_acc": 0.77556833782643475, "train_loss": 0.61835203775428704}
{"dev_acc": 0.61178482642390164, "dev_loss": 0.69054721162787502, "epoch": 17, "train_acc": 0.85648602180140254, "train_loss": 0.46003382110708879}
{"dev_acc": 0.68196212800916134, "dev_loss": 0.67198555993049269, "epoch": 18, "train_acc": 0.88023148538407003, "train_loss": 0.35822178786502606}
{"dev_acc": 0.6683681468105015, "dev_loss": 0.70919032877178068, "epoch": 19, "train_acc": 0.89014412142050992, "train_loss": 0.30384149572729496}
{"dev_acc": 0.6579156263252901, "dev_loss": 0.71217401033001282, "epoch": 20, "train_acc": 0.89140717620813226, "train_loss": 0.31432989159528213}
{"dev_acc": 0.6386254280407001, "dev_loss": 0.71801772128258434, "epoch": 21, "train_acc": 0.89519188038597142, "train_loss": 0.28515777212001758}
{"dev_acc": 0.65089343602293492, "dev_loss": 0.71544083340891773, "epoch": 22, "train_acc": 0.90027807422962602, "train_loss": 0.26808891715953431}
{"dev_acc": 0.64094184648962804, "dev_loss": 0.72264803294092417, "epoch": 23, "train_acc": 0.90296359377313162, "train_loss": 0.26135595848111881}
{"dev_acc": 0.63660689457824937, "dev_loss": 0.72922310053503936, "epoch": 24, "train_acc": 0.90598735886902315, "train_loss": 0.25455691680368153}
{"dev_acc": 0.63966892884652782, "dev_loss": 0.7150725166180304, "epoch": 25, "train_acc": 0.90174057369893235, "train_loss": 0.26240251161146294}
{"dev_acc": 0.59366775006745176, "dev_loss": 0.82743380617882523, "epoch": 26, "train_acc": 0.90661660267410404, "train_loss": 0.24975926488419831}
{"dev_acc": 0.62983284621685842, "dev_loss": 0.70711235396031824, "epoch": 27, "train_acc": 0.90710487885846913, "train_loss": 0.24991221273836645}
{"dev_acc": 0.65021646929054022, "dev_loss": 0.69943872729449397, "epoch": 28, "train_acc": 0.91150730975141969, "train_loss": 0.23380112475855572}
